,m1,m2,m3,m4,m5,m6
16226,aff.nor,aff.nor,chunk,chunk,questn,end
16227,piss.off,aff.nor,chunk,chunk,chunk,end
16228,aff.nor,aff.nor,piss.off,piss.off,questn,piss.off
16229,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
16230,questn,aff.nor,questn,questn,questn,end
16231,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
16232,aff.nor,aff.nor,questn,questn,questn,end
16233,questn,aff.nor,questn,aff.nor,questn,end
16234,aff.nor,aff.nor,questn,questn,questn,end
16235,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
16236,aff.nor,chunk,questn,aff.nor,aff.nor,end
16237,aff.nor,aff.nor,questn,aff.nor,questn,end
16238,piss.off,chunk,aff.nor,aff.nor,aff.nor,end
16239,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
16240,aff.nor,aff.nor,aff.nor,questn,questn,end
16241,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
16242,questn,aff.nor,questn,questn,questn,end
16243,aff.nor,aff.nor,chunk,chunk,chunk,end
16244,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16245,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16246,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16247,aff.nor,aff.nor,chunk,chunk,chunk,end
16248,aff.nor,chunk,questn,piss.off,aff.nor,end
16249,questn,questn,aff.off,aff.off,aff.off,end
16250,aff.nor,aff.nor,chunk,chunk,questn,end
16251,questn,questn,aff.nor,aff.nor,aff.nor,end
16252,chunk,chunk,chunk,chunk,questn,end
16253,aff.nor,questn,chunk,chunk,chunk,end
16254,questn,chunk,piss.off,aff.nor,aff.nor,end
16255,aff.nor,questn,aff.nor,aff.nor,aff.nor,phone
16256,questn,aff.nor,questn,questn,questn,end
16257,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
16258,aff.nor,questn,aff.nor,questn,chunk,piss.off
16259,chunk,aff.nor,questn,questn,questn,end
16260,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
16261,aff.nor,questn,questn,aff.nor,aff.nor,phone
16262,chunk,aff.nor,chunk,chunk,chunk,end
16263,aff.nor,questn,chunk,chunk,chunk,end
16264,chunk,aff.nor,chunk,chunk,chunk,end
16265,chunk,aff.nor,chunk,chunk,chunk,end
16266,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
16267,aff.nor,chunk,chunk,chunk,chunk,end
16268,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
16269,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
16270,questn,aff.nor,questn,aff.nor,aff.nor,phone
16271,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
16272,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
16273,chunk,questn,aff.nor,aff.nor,aff.nor,end
16274,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
16275,aff.nor,aff.nor,chunk,chunk,chunk,end
16276,questn,piss.off,aff.nor,aff.nor,questn,end
16277,questn,questn,aff.nor,aff.nor,aff.nor,end
16278,aff.nor,questn,aff.nor,piss.off,aff.nor,end
16280,questn,aff.nor,aff.nor,questn,aff.nor,end
16281,questn,aff.nor,chunk,aff.nor,aff.nor,end
16282,chunk,aff.nor,aff.nor,aff.nor,questn,end
16283,aff.nor,aff.nor,questn,questn,questn,end
16284,questn,aff.nor,aff.nor,questn,aff.nor,end
16285,piss.off,questn,aff.nor,aff.nor,aff.nor,piss.off
16286,questn,questn,chunk,chunk,questn,end
16287,questn,aff.nor,chunk,chunk,questn,end
16288,aff.nor,questn,questn,questn,questn,end
16289,questn,aff.nor,chunk,chunk,chunk,end
16290,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
16291,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
16292,aff.nor,chunk,chunk,chunk,questn,end
16293,aff.nor,aff.nor,questn,aff.nor,questn,end
16294,chunk,questn,chunk,chunk,questn,end
16295,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
16296,aff.nor,questn,questn,chunk,aff.nor,end
16297,chunk,aff.nor,chunk,aff.nor,aff.nor,phone
16298,aff.nor,aff.nor,chunk,chunk,chunk,end
16299,aff.nor,chunk,chunk,chunk,questn,end
16300,aff.nor,questn,chunk,chunk,chunk,end
16301,questn,chunk,chunk,chunk,questn,end
16302,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16303,questn,aff.nor,chunk,chunk,questn,end
16304,chunk,aff.nor,chunk,chunk,chunk,end
16305,aff.nor,chunk,aff.nor,questn,aff.nor,phone
16306,questn,aff.nor,chunk,aff.nor,questn,end
16307,aff.nor,aff.nor,aff.nor,aff.nor,questn,phone
16308,aff.nor,questn,chunk,aff.nor,aff.nor,end
16309,questn,piss.off,questn,questn,questn,end
16310,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
16311,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16312,aff.nor,chunk,chunk,chunk,questn,end
16313,aff.nor,questn,questn,questn,aff.nor,phone
16314,questn,aff.nor,chunk,chunk,chunk,end
16315,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
16316,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
16317,aff.nor,aff.nor,aff.off,aff.off,aff.off,phone
16318,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16319,questn,aff.nor,chunk,chunk,questn,end
16320,aff.nor,questn,questn,aff.nor,piss.off,phone
16321,aff.nor,chunk,chunk,chunk,chunk,end
16322,chunk,aff.nor,aff.nor,aff.nor,aff.nor,phone
16323,aff.nor,chunk,chunk,chunk,questn,end
16324,questn,aff.nor,aff.nor,chunk,aff.nor,end
16325,questn,questn,chunk,chunk,chunk,end
16326,aff.nor,aff.nor,chunk,chunk,questn,phone
16327,aff.nor,aff.nor,questn,questn,questn,end
16328,questn,aff.nor,aff.nor,piss.off,aff.nor,end
16329,aff.nor,aff.nor,aff.nor,chunk,aff.nor,phone
16330,piss.off,questn,chunk,chunk,questn,end
16331,aff.nor,aff.nor,chunk,chunk,chunk,end
16332,aff.nor,chunk,aff.off,aff.off,aff.off,end
16333,chunk,aff.nor,aff.nor,aff.nor,questn,end
16334,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
16335,chunk,questn,chunk,aff.nor,aff.nor,end
16336,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
16337,aff.nor,aff.nor,aff.nor,chunk,questn,end
16338,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
16339,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
16340,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16342,aff.nor,aff.nor,chunk,chunk,chunk,end
16343,aff.nor,aff.nor,aff.nor,questn,chunk,end
16344,aff.nor,questn,aff.nor,aff.nor,aff.nor,piss.off
16345,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
16346,chunk,aff.nor,chunk,chunk,chunk,end
16347,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
16348,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
16349,questn,questn,aff.nor,questn,aff.nor,end
16350,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
16353,chunk,chunk,questn,questn,questn,end
16355,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
16356,chunk,questn,aff.nor,aff.nor,aff.nor,end
16357,aff.nor,questn,chunk,chunk,chunk,end
16358,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
16359,questn,aff.nor,chunk,chunk,questn,end
16360,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
16361,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16362,chunk,aff.nor,chunk,chunk,questn,phone
16363,questn,aff.nor,questn,questn,questn,end
16364,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16365,questn,aff.nor,questn,questn,questn,end
16367,questn,chunk,aff.off,aff.off,aff.off,end
16368,aff.nor,aff.nor,questn,questn,questn,end
16370,chunk,questn,aff.nor,questn,questn,end
16371,aff.nor,aff.nor,chunk,aff.nor,aff.nor,piss.off
16372,aff.nor,aff.nor,aff.nor,aff.nor,questn,phone
16373,aff.nor,questn,questn,questn,questn,end
16374,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
16375,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
16376,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
16377,aff.nor,questn,chunk,chunk,chunk,end
16378,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
16379,aff.nor,chunk,aff.nor,questn,aff.nor,end
16380,aff.nor,aff.nor,aff.nor,aff.nor,questn,piss.off
16381,aff.nor,questn,chunk,aff.nor,aff.nor,phone
16382,aff.nor,aff.nor,aff.nor,questn,questn,phone
16383,aff.nor,aff.nor,questn,questn,questn,end
16384,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
16385,aff.nor,aff.nor,chunk,chunk,chunk,phone
16386,questn,chunk,chunk,chunk,chunk,end
16387,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
16388,aff.nor,aff.nor,chunk,chunk,questn,end
16389,questn,chunk,questn,questn,questn,end
16390,aff.nor,questn,chunk,chunk,questn,end
16391,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16392,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
16393,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16394,chunk,aff.nor,questn,aff.nor,aff.nor,phone
16395,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16396,aff.nor,aff.nor,chunk,chunk,questn,end
16397,chunk,aff.nor,chunk,chunk,questn,end
16398,questn,questn,questn,questn,questn,end
16399,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
16400,aff.nor,aff.nor,questn,questn,aff.nor,end
16401,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
16402,aff.nor,chunk,questn,questn,questn,end
16403,questn,aff.nor,aff.off,aff.off,aff.off,end
16404,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
16405,aff.nor,questn,chunk,chunk,questn,end
16406,questn,aff.nor,chunk,chunk,chunk,end
16407,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16408,aff.nor,questn,chunk,chunk,chunk,end
16409,aff.nor,aff.nor,questn,questn,aff.nor,end
16410,chunk,questn,chunk,chunk,questn,end
16411,chunk,chunk,chunk,chunk,chunk,end
16412,piss.off,aff.nor,aff.nor,aff.nor,aff.nor,end
16413,chunk,chunk,aff.nor,aff.nor,chunk,end
16414,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
16415,aff.nor,aff.nor,chunk,piss.off,aff.nor,piss.off
16416,chunk,aff.nor,chunk,chunk,questn,end
16417,aff.nor,questn,questn,aff.nor,aff.nor,end
16418,chunk,aff.nor,aff.off,aff.off,aff.off,end
16419,chunk,aff.nor,aff.nor,questn,aff.nor,end
16420,aff.nor,piss.off,aff.off,aff.off,aff.off,end
16421,aff.nor,aff.nor,aff.nor,aff.nor,questn,phone
16422,piss.off,aff.nor,aff.off,aff.off,aff.off,piss.off
16423,aff.nor,aff.nor,questn,questn,questn,end
16424,questn,questn,questn,aff.nor,questn,piss.off
16425,aff.nor,aff.nor,chunk,chunk,questn,end
16426,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
16427,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
16428,chunk,questn,aff.off,aff.off,aff.off,end
16429,aff.nor,chunk,aff.off,aff.off,aff.off,end
16430,aff.nor,chunk,questn,questn,questn,end
16431,aff.nor,aff.nor,chunk,chunk,questn,end
16432,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
16433,questn,questn,questn,questn,questn,end
16434,questn,aff.nor,chunk,chunk,chunk,end
16435,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
16436,aff.nor,piss.off,questn,questn,questn,end
16437,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
16438,aff.nor,aff.nor,aff.nor,questn,chunk,end
16439,aff.nor,aff.nor,chunk,chunk,questn,end
16440,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
16441,aff.nor,aff.nor,aff.off,aff.off,aff.off,phone
16443,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
16444,aff.nor,aff.nor,chunk,chunk,chunk,end
16446,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
16447,questn,chunk,aff.off,aff.off,aff.off,end
16449,questn,aff.nor,aff.nor,aff.nor,questn,end
16450,aff.nor,aff.nor,questn,questn,questn,end
16451,chunk,chunk,aff.nor,aff.nor,aff.nor,end
16452,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
16453,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16454,aff.nor,piss.off,questn,questn,questn,end
16455,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16456,questn,aff.nor,questn,chunk,aff.nor,phone
16457,questn,aff.nor,chunk,chunk,questn,end
16458,chunk,aff.nor,questn,questn,questn,end
16459,questn,aff.nor,aff.nor,aff.nor,questn,end
16460,aff.nor,aff.nor,chunk,chunk,chunk,end
16461,aff.nor,aff.nor,chunk,chunk,chunk,end
16462,aff.nor,questn,aff.nor,aff.nor,chunk,end
16463,questn,aff.nor,chunk,chunk,questn,end
16464,questn,aff.nor,chunk,aff.nor,aff.nor,end
16465,questn,aff.nor,questn,questn,questn,end
16466,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16467,chunk,questn,aff.off,aff.off,aff.off,piss.off
16468,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
16469,questn,questn,chunk,chunk,chunk,end
16470,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
16471,questn,aff.nor,chunk,piss.off,aff.nor,end
16472,aff.nor,aff.nor,aff.nor,chunk,questn,end
16473,questn,aff.nor,chunk,chunk,questn,end
16474,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,piss.off
16475,questn,aff.nor,questn,questn,questn,end
16476,aff.nor,aff.nor,questn,questn,questn,end
16477,aff.nor,aff.nor,questn,questn,aff.nor,end
16478,questn,questn,questn,questn,questn,end
16479,chunk,aff.nor,chunk,chunk,chunk,end
16480,aff.nor,aff.nor,chunk,aff.nor,aff.nor,phone
16481,questn,questn,aff.nor,aff.nor,aff.nor,end
16482,aff.nor,aff.nor,chunk,chunk,chunk,end
16483,aff.nor,aff.nor,chunk,chunk,chunk,end
16484,chunk,aff.nor,chunk,chunk,questn,end
16485,aff.nor,chunk,questn,questn,questn,end
16486,aff.nor,aff.nor,questn,questn,questn,end
16487,aff.nor,questn,chunk,chunk,chunk,end
16488,aff.nor,aff.nor,chunk,chunk,questn,end
16489,aff.nor,aff.nor,aff.nor,questn,questn,piss.off
16490,aff.nor,aff.nor,questn,aff.nor,aff.nor,phone
16491,aff.nor,chunk,aff.nor,aff.nor,chunk,end
16492,aff.nor,aff.nor,chunk,aff.nor,chunk,end
16493,aff.nor,questn,chunk,chunk,questn,end
16494,aff.nor,piss.off,aff.off,aff.off,aff.off,piss.off
16495,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
16496,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
16497,questn,aff.nor,chunk,chunk,questn,end
16498,aff.nor,aff.nor,chunk,chunk,questn,phone
16499,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
16500,aff.nor,chunk,chunk,chunk,chunk,end
16501,questn,chunk,questn,questn,questn,phone
16502,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
16503,aff.nor,questn,chunk,chunk,chunk,end
16504,aff.nor,chunk,chunk,chunk,chunk,end
16505,aff.nor,aff.nor,aff.nor,questn,chunk,end
16506,aff.nor,chunk,questn,aff.nor,aff.nor,end
16507,aff.nor,aff.nor,chunk,chunk,questn,phone
16508,chunk,aff.nor,chunk,chunk,chunk,end
16509,aff.nor,questn,aff.nor,aff.nor,questn,phone
16510,piss.off,questn,aff.nor,aff.nor,aff.nor,end
16511,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
16512,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16513,aff.nor,aff.nor,chunk,chunk,questn,end
16514,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
16515,aff.nor,aff.nor,chunk,chunk,chunk,end
16516,aff.nor,chunk,questn,aff.nor,aff.nor,end
16517,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
16518,aff.nor,chunk,chunk,questn,aff.nor,end
16519,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16520,aff.nor,questn,questn,questn,aff.nor,end
16521,questn,aff.nor,chunk,aff.nor,aff.nor,phone
16522,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
16523,aff.nor,aff.nor,chunk,chunk,questn,end
16524,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16525,aff.nor,questn,aff.nor,aff.nor,aff.nor,piss.off
16526,aff.nor,aff.nor,aff.nor,chunk,questn,phone
16527,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
16528,aff.nor,aff.nor,chunk,chunk,questn,end
16529,questn,aff.nor,chunk,chunk,chunk,end
16530,chunk,aff.nor,aff.nor,aff.nor,questn,end
16531,aff.nor,aff.nor,questn,questn,questn,end
16532,aff.nor,aff.nor,chunk,chunk,chunk,end
16533,aff.nor,chunk,aff.off,aff.off,aff.off,end
16534,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
16535,aff.nor,aff.nor,questn,questn,questn,end
16536,chunk,aff.nor,aff.nor,questn,chunk,end
16537,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
16538,chunk,aff.nor,questn,aff.nor,aff.nor,end
16539,aff.nor,aff.nor,chunk,chunk,chunk,end
16540,chunk,aff.nor,questn,questn,questn,end
16541,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
16542,chunk,aff.nor,questn,questn,questn,end
16543,questn,chunk,aff.off,aff.off,aff.off,end
16544,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
16545,questn,aff.nor,aff.nor,aff.nor,questn,end
16546,aff.nor,chunk,questn,questn,questn,end
16547,aff.nor,chunk,chunk,chunk,chunk,end
16548,aff.nor,questn,aff.nor,questn,questn,end
16549,aff.nor,aff.nor,chunk,chunk,chunk,end
16550,chunk,aff.nor,aff.nor,piss.off,aff.nor,end
16551,questn,chunk,chunk,chunk,chunk,end
16552,questn,aff.nor,piss.off,aff.nor,aff.nor,end
16553,chunk,chunk,questn,aff.nor,aff.nor,end
16554,questn,questn,aff.off,aff.off,aff.off,end
16555,aff.nor,piss.off,chunk,chunk,chunk,end
16558,questn,aff.nor,aff.nor,piss.off,aff.nor,end
16561,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16564,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
16565,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
16566,aff.nor,questn,aff.nor,aff.nor,questn,end
16568,aff.nor,aff.nor,chunk,chunk,chunk,end
16569,aff.nor,questn,aff.nor,questn,questn,end
16570,chunk,chunk,aff.nor,aff.nor,questn,phone
16571,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
16572,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
16574,questn,chunk,aff.off,aff.off,aff.off,end
16575,aff.nor,aff.nor,chunk,chunk,chunk,end
16576,chunk,questn,aff.off,aff.off,aff.off,end
16577,aff.nor,aff.nor,chunk,chunk,chunk,end
16578,aff.nor,aff.nor,chunk,aff.nor,piss.off,end
16579,aff.nor,questn,questn,questn,questn,end
16580,aff.nor,aff.nor,questn,questn,questn,end
16581,piss.off,aff.nor,chunk,chunk,chunk,end
16582,aff.nor,aff.nor,chunk,chunk,aff.nor,end
16583,aff.nor,chunk,chunk,aff.nor,questn,end
16584,chunk,aff.nor,chunk,chunk,questn,end
16585,chunk,questn,aff.off,aff.off,aff.off,end
16586,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
16587,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
16588,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
16589,questn,aff.nor,aff.off,aff.off,aff.off,end
16590,questn,questn,chunk,chunk,questn,end
16591,chunk,aff.nor,aff.off,aff.off,aff.off,end
16592,aff.nor,chunk,aff.off,aff.off,aff.off,end
16593,questn,aff.nor,aff.nor,questn,aff.nor,end
16594,questn,aff.nor,chunk,chunk,questn,end
16595,questn,aff.nor,aff.off,aff.off,aff.off,end
16596,questn,questn,aff.nor,questn,aff.nor,phone
16597,chunk,aff.nor,chunk,chunk,questn,end
16598,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
16599,chunk,aff.nor,chunk,questn,aff.nor,phone
16600,aff.nor,aff.nor,questn,questn,questn,end
16601,aff.nor,chunk,questn,questn,questn,end
16602,aff.nor,aff.nor,chunk,chunk,chunk,end
16603,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
16604,questn,aff.nor,aff.off,aff.off,aff.off,end
16605,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16606,aff.nor,piss.off,aff.nor,aff.nor,aff.nor,end
16607,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
16608,questn,questn,chunk,chunk,aff.nor,end
16609,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
16610,aff.nor,aff.nor,chunk,chunk,questn,end
16611,aff.nor,aff.nor,aff.nor,chunk,aff.nor,phone
16612,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
16613,questn,questn,chunk,chunk,chunk,end
16614,aff.nor,aff.nor,chunk,chunk,questn,end
16615,aff.nor,chunk,questn,questn,aff.nor,phone
16616,aff.nor,aff.nor,chunk,chunk,questn,end
16617,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16618,aff.nor,aff.nor,chunk,chunk,chunk,end
16619,aff.nor,aff.nor,questn,questn,aff.nor,phone
16620,questn,questn,questn,aff.nor,aff.nor,end
16621,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
16622,questn,aff.nor,aff.nor,aff.nor,questn,end
16623,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
16624,aff.nor,chunk,questn,questn,questn,end
16625,questn,questn,aff.nor,aff.nor,aff.nor,end
16626,aff.nor,chunk,chunk,chunk,chunk,end
16627,aff.nor,aff.nor,chunk,chunk,questn,end
16629,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
16631,aff.nor,aff.nor,chunk,chunk,questn,end
16632,aff.nor,questn,questn,aff.nor,questn,end
16634,questn,aff.nor,aff.nor,piss.off,aff.nor,end
16635,questn,questn,chunk,chunk,questn,end
16636,questn,aff.nor,chunk,chunk,chunk,end
16637,chunk,aff.nor,aff.off,aff.off,aff.off,end
16639,aff.nor,aff.nor,questn,questn,questn,end
16640,questn,aff.nor,aff.nor,questn,aff.nor,end
16641,aff.nor,aff.nor,chunk,aff.nor,aff.nor,phone
16642,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16643,aff.nor,chunk,chunk,chunk,questn,end
16644,aff.nor,aff.nor,questn,questn,aff.nor,end
16645,aff.nor,aff.nor,chunk,chunk,chunk,end
16646,aff.nor,questn,chunk,chunk,chunk,end
16647,aff.nor,aff.nor,chunk,chunk,questn,end
16648,chunk,aff.nor,aff.nor,questn,chunk,end
16649,chunk,questn,aff.off,aff.off,aff.off,end
16650,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16651,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
16652,questn,aff.nor,aff.off,aff.off,aff.off,end
16653,questn,questn,chunk,aff.nor,aff.nor,end
16654,chunk,chunk,questn,questn,questn,end
16655,aff.nor,aff.nor,questn,questn,aff.nor,end
16656,aff.nor,questn,questn,questn,questn,end
16657,questn,questn,chunk,chunk,questn,end
16658,chunk,chunk,aff.nor,chunk,chunk,end
16659,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16660,aff.nor,aff.nor,chunk,chunk,questn,end
16661,aff.nor,piss.off,chunk,chunk,chunk,end
16662,chunk,chunk,piss.off,aff.nor,aff.nor,end
16663,aff.nor,aff.nor,questn,chunk,questn,end
16664,aff.nor,chunk,chunk,chunk,chunk,end
16665,aff.nor,aff.nor,chunk,aff.nor,aff.nor,piss.off
16666,questn,aff.nor,chunk,chunk,chunk,end
16667,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
16668,aff.nor,aff.nor,questn,questn,questn,end
16669,chunk,aff.nor,questn,chunk,chunk,end
16670,aff.nor,aff.nor,chunk,chunk,questn,end
16671,aff.nor,aff.nor,questn,questn,questn,end
16672,chunk,aff.nor,questn,questn,questn,end
16673,chunk,questn,aff.off,aff.off,aff.off,piss.off
16674,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
16675,aff.nor,aff.nor,aff.nor,questn,questn,end
16676,aff.nor,aff.nor,chunk,chunk,chunk,end
16677,aff.nor,aff.nor,chunk,chunk,questn,end
16678,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
16679,aff.nor,aff.nor,chunk,chunk,chunk,end
16680,questn,chunk,aff.nor,aff.nor,aff.nor,phone
16681,chunk,questn,aff.nor,aff.nor,questn,end
16682,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
16683,chunk,aff.nor,chunk,chunk,questn,end
16684,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
16685,chunk,aff.nor,questn,questn,questn,end
16686,piss.off,aff.nor,questn,questn,questn,end
16687,questn,questn,aff.nor,aff.nor,aff.nor,phone
16688,aff.nor,questn,chunk,chunk,questn,end
16689,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
16691,chunk,chunk,aff.nor,questn,chunk,end
16692,chunk,aff.nor,aff.nor,aff.nor,aff.nor,phone
16693,aff.nor,questn,aff.off,aff.off,aff.off,end
16694,aff.nor,questn,chunk,questn,chunk,end
16697,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
16698,aff.nor,aff.nor,chunk,chunk,chunk,end
16699,aff.nor,questn,chunk,aff.nor,aff.nor,phone
16700,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
16701,aff.nor,questn,chunk,chunk,questn,end
16702,questn,aff.nor,chunk,chunk,chunk,end
16703,aff.nor,aff.nor,chunk,chunk,chunk,end
16704,aff.nor,chunk,chunk,chunk,chunk,end
16705,aff.nor,aff.nor,chunk,chunk,chunk,end
16706,aff.nor,piss.off,aff.nor,aff.nor,aff.nor,end
16707,aff.nor,aff.nor,chunk,chunk,questn,end
16708,piss.off,aff.nor,aff.off,aff.off,aff.off,end
16709,aff.nor,chunk,chunk,questn,aff.nor,end
16710,aff.nor,questn,aff.nor,aff.nor,questn,end
16711,aff.nor,piss.off,chunk,chunk,questn,end
16712,questn,aff.nor,questn,questn,aff.nor,piss.off
16713,aff.nor,aff.nor,chunk,chunk,chunk,end
16714,aff.nor,aff.nor,questn,questn,questn,end
16715,questn,questn,questn,questn,questn,end
16716,questn,questn,chunk,chunk,chunk,end
16717,chunk,aff.nor,aff.nor,chunk,aff.nor,end
16718,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
